Repl,inline-functions,unswitch-loops,predictive-commoning,gcse-after-reload,tree-loop-distribute-patterns,tree-slp-vectorize,vect-cost-model,tree-partial-pre,ipa-cp-clone,Best Rate,Avg Time
0,0,0,1,1,1,0,0,1,0,6895.6,0.023566
1,0,0,1,1,1,0,0,1,0,6940.3,0.023326
2,0,0,1,1,1,0,0,1,0,6879.1,0.023625
0,0,0,1,1,1,0,0,1,1,5423.2,0.036926
1,0,0,1,1,1,0,0,1,1,5258.2,0.035195
2,0,0,1,1,1,0,0,1,1,4991.7,0.035455
0,0,0,1,1,1,0,1,0,0,6814.1,0.023763
1,0,0,1,1,1,0,1,0,0,6796.1,0.024211
2,0,0,1,1,1,0,1,0,0,6810.5,0.02387
0,0,0,1,1,1,0,1,0,1,4694.0,0.039879
1,0,0,1,1,1,0,1,0,1,4638.1,0.042052
2,0,0,1,1,1,0,1,0,1,4474.8,0.041353
0,0,0,1,1,1,0,1,1,0,6856.9,0.023619
1,0,0,1,1,1,0,1,1,0,6930.3,0.02351
2,0,0,1,1,1,0,1,1,0,6854.3,0.023517
0,0,0,1,1,1,0,1,1,1,3769.4,0.046422
1,0,0,1,1,1,0,1,1,1,4016.8,0.045049
2,0,0,1,1,1,0,1,1,1,4489.3,0.044015
0,0,0,1,1,1,1,0,0,0,6761.0,0.024572
1,0,0,1,1,1,1,0,0,0,6757.3,0.025259
2,0,0,1,1,1,1,0,0,0,6749.0,0.024425
0,0,0,1,1,1,1,0,0,1,4544.3,0.039456
1,0,0,1,1,1,1,0,0,1,4178.0,0.041159
2,0,0,1,1,1,1,0,0,1,4945.7,0.038555
0,0,0,1,1,1,1,0,1,0,6942.6,0.023353
1,0,0,1,1,1,1,0,1,0,6844.4,0.023524
2,0,0,1,1,1,1,0,1,0,6848.8,0.023631
0,0,0,1,1,1,1,0,1,1,5025.4,0.035068
1,0,0,1,1,1,1,0,1,1,5454.4,0.038362
2,0,0,1,1,1,1,0,1,1,5204.3,0.037073
0,0,0,1,1,1,1,1,0,0,6738.8,0.027738
1,0,0,1,1,1,1,1,0,0,6769.6,0.0244
2,0,0,1,1,1,1,1,0,0,6760.5,0.023945
0,0,0,1,1,1,1,1,0,1,4128.5,0.041832
1,0,0,1,1,1,1,1,0,1,4651.6,0.038404
2,0,0,1,1,1,1,1,0,1,4247.1,0.041573
0,0,0,1,1,1,1,1,1,0,6488.5,0.02686
1,0,0,1,1,1,1,1,1,0,6615.4,0.028036
2,0,0,1,1,1,1,1,1,0,5588.2,0.032378
0,0,0,1,1,1,1,1,1,1,4377.6,0.040682
1,0,0,1,1,1,1,1,1,1,4825.7,0.038767
2,0,0,1,1,1,1,1,1,1,6457.9,0.037535
0,0,1,0,0,0,0,0,0,0,6689.8,0.024609
1,0,1,0,0,0,0,0,0,0,6659.7,0.024292
2,0,1,0,0,0,0,0,0,0,6640.1,0.024834
0,0,1,0,0,0,0,0,0,1,5693.9,0.030751
1,0,1,0,0,0,0,0,0,1,5498.7,0.030817
2,0,1,0,0,0,0,0,0,1,5533.7,0.037087
0,0,1,0,0,0,0,0,1,0,6687.6,0.024373
1,0,1,0,0,0,0,0,1,0,6713.6,0.024373
2,0,1,0,0,0,0,0,1,0,6660.0,0.024485
0,0,1,0,0,0,0,0,1,1,5406.7,0.039918
1,0,1,0,0,0,0,0,1,1,4298.5,0.040375
2,0,1,0,0,0,0,0,1,1,4179.3,0.042479
0,0,1,0,0,0,0,1,0,0,6696.5,0.02461
1,0,1,0,0,0,0,1,0,0,6653.9,0.024413
2,0,1,0,0,0,0,1,0,0,6630.5,0.025202
0,0,1,0,0,0,0,1,0,1,4377.6,0.039725
1,0,1,0,0,0,0,1,0,1,5669.9,0.039603
2,0,1,0,0,0,0,1,0,1,4950.7,0.039035
0,0,1,0,0,0,0,1,1,0,6795.8,0.023792
1,0,1,0,0,0,0,1,1,0,6798.0,0.02368
2,0,1,0,0,0,0,1,1,0,6876.1,0.023715
0,0,1,0,0,0,0,1,1,1,5259.0,0.036544
1,0,1,0,0,0,0,1,1,1,5125.9,0.038488
2,0,1,0,0,0,0,1,1,1,5176.7,0.036163
0,0,1,0,0,0,1,0,0,0,6717.9,0.024462
1,0,1,0,0,0,1,0,0,0,6641.5,0.024844
2,0,1,0,0,0,1,0,0,0,6708.1,0.027526
0,0,1,0,0,0,1,0,0,1,5426.3,0.041038
1,0,1,0,0,0,1,0,0,1,4378.8,0.041258
2,0,1,0,0,0,1,0,0,1,5870.9,0.038148
0,0,1,0,0,0,1,0,1,0,6803.3,0.023614
1,0,1,0,0,0,1,0,1,0,6791.7,0.023791
2,0,1,0,0,0,1,0,1,0,6772.2,0.023722
0,0,1,0,0,0,1,0,1,1,5078.1,0.042514
1,0,1,0,0,0,1,0,1,1,4506.4,0.04403
2,0,1,0,0,0,1,0,1,1,6102.9,0.042812
0,0,1,0,0,0,1,1,0,0,6731.1,0.02415
1,0,1,0,0,0,1,1,0,0,6681.2,0.024617
