Repl,inline-functions,unswitch-loops,predictive-commoning,gcse-after-reload,tree-loop-distribute-patterns,tree-slp-vectorize,vect-cost-model,tree-partial-pre,ipa-cp-clone,Best Rate,Avg Time
0,0,1,0,0,0,1,0,0,0,6840.5,0.024148
1,0,1,0,0,0,1,0,0,0,6788.3,0.023787
2,0,1,0,0,0,1,0,0,0,6818.3,0.027789
0,0,1,0,0,0,1,0,0,1,4683.4,0.039969
1,0,1,0,0,0,1,0,0,1,5120.5,0.038581
2,0,1,0,0,0,1,0,0,1,4781.5,0.041537
0,0,1,0,0,0,1,0,1,0,6916.5,0.023383
1,0,1,0,0,0,1,0,1,0,6937.8,0.023799
2,0,1,0,0,0,1,0,1,0,6959.8,0.023261
0,0,1,0,0,0,1,0,1,1,5072.1,0.042056
1,0,1,0,0,0,1,0,1,1,3885.9,0.045379
2,0,1,0,0,0,1,0,1,1,3843.7,0.045465
0,0,1,0,0,0,1,1,0,0,6846.4,0.023841
1,0,1,0,0,0,1,1,0,0,6843.2,0.024101
2,0,1,0,0,0,1,1,0,0,6803.6,0.023813
0,0,1,0,0,0,1,1,0,1,5281.0,0.035978
1,0,1,0,0,0,1,1,0,1,4361.8,0.040419
2,0,1,0,0,0,1,1,0,1,5707.9,0.039247
0,0,1,0,0,0,1,1,1,0,6963.2,0.023385
1,0,1,0,0,0,1,1,1,0,6943.9,0.023322
2,0,1,0,0,0,1,1,1,0,6999.8,0.0238
0,0,1,0,0,0,1,1,1,1,5236.0,0.042202
1,0,1,0,0,0,1,1,1,1,4629.8,0.041726
2,0,1,0,0,0,1,1,1,1,3993.2,0.044541
0,0,1,0,0,1,0,0,0,0,6780.0,0.024189
1,0,1,0,0,1,0,0,0,0,6780.2,0.023888
2,0,1,0,0,1,0,0,0,0,6867.3,0.023591
0,0,1,0,0,1,0,0,0,1,4891.9,0.038072
1,0,1,0,0,1,0,0,0,1,6159.1,0.037781
2,0,1,0,0,1,0,0,0,1,4488.6,0.039877
0,0,1,0,0,1,0,0,1,0,7027.4,0.0231
1,0,1,0,0,1,0,0,1,0,7061.9,0.023116
2,0,1,0,0,1,0,0,1,0,7049.7,0.022978
0,0,1,0,0,1,0,0,1,1,5475.5,0.03427
1,0,1,0,0,1,0,0,1,1,4797.3,0.037273
2,0,1,0,0,1,0,0,1,1,4970.8,0.037866
0,0,1,0,0,1,0,1,0,0,6896.0,0.023766
1,0,1,0,0,1,0,1,0,0,6924.0,0.023777
